
This file was downloaded on 2022-06-19T16:13:05 UTC from snrcat.physics.umanitoba.ca
SNR_id;source_id;energy_domain;instrument;angular_resolution;source;year
G074.0-08.5;;gamma_TeV;HAWC;(missed);;2021
G074.0-08.5;;X;HEAO-1;detected;shell;1990
G074.0-08.5;;X;ROSAT;extended;shell, shock+cloud;2002
G074.0-08.5;;X;Suzaku;extended;(parts of) shell, PSR+PWN?;2021
G074.0-08.5;4U2046+31;X;Uhuru;extended;?;1978
G074.0-08.5;2XMM J204920.2+290106;X;XMM;extended;(parts of) shell, PSR+PWN?;2013
G074.9+01.2;G74.9+1.2;X;ASCA;extended;PWN;2011
G074.9+01.2;CXOU J201609.2+371110;X;Chandra;extended;PWN, PSR?;2013
G074.9+01.2;3EG J2016+3657;gamma_GeV;EGRET;(missed);(source not confirmed in revised catalogue);2008
G074.9+01.2;;X;Einstein;extended;PWN? probably also unrelated source;1990
G074.9+01.2;2FGL J2015.6+3709, 2FHL J2016.2+3713, 3FHL J2015.9+3712;gamma_GeV;Fermi;detected;shell? PWN?;2018
G074.9+01.2;;X;Ginga;detected;?;1990
G074.9+01.2;VER J2016+371 (prev. VER J2016+372);gamma_TeV;VERITAS;detected;PWN?;2018
G074.9+01.2;;X;XMM;extended;PWN;2019
G075.2+00.1;1AGL J2021+3652, 2AGL J2021+3654;gamma_GeV;AGILE;detected;PSR, PWN?;2019
G075.2+00.1;;X;Chandra;extended;PWN (bow shock?), PSR?;2008
G075.2+00.1;0FGL J2020.8+3649, 1FGL J2021.0+3651, 2FGL J2021.0+3651, 1FHL J2021.0+3651, 3FGL J2021.1+3651, 3FHL J2021.1+3651;gamma_GeV;Fermi;detected;PSR;2017
G075.2+00.1;LHAASO J2018+3651;gamma_TeV;LHAASO;extended;PSR?;2021
G075.2+00.1;MGRO J2019+37;gamma_TeV;Milagro;detected;?;2009
G075.2+00.1;;X;NuSTAR;;;2021
G075.2+00.1;;gamma_TeV;Tibet AS-gamma;detected;PWN?;2010
G075.2+00.1;;gamma_TeV;VERITAS;(missed);;2008
G075.2+00.1;;X;XMM;extended;PWN;2010
G076.9+01.0;G076.9+01.0;X;Chandra;detected;PWN + PSR;2011
G076.9+01.0;2FGL J2022.8+3843c, 3FGL J2022.2+3840;gamma_GeV;Fermi;detected;? (not associated in last catalogue);2016
G076.9+01.0;;X;RXTE;detected;PWN + PSR;2011
G078.2+02.1;1AGL J2022+4032, 2AGL J2021+4029;gamma_GeV;AGILE;extended;shell;2019
G078.2+02.1;ARGO J2021+4038;gamma_TeV;ARGO-YBJ;detected;?;2013
G078.2+02.1;;X;ASCA;extended;?;2002
G078.2+02.1;;X;Chandra;extended;shell, PSR, other point sources, overlapping stellar wind bubble;2015
G078.2+02.1;2CG078+01, CG78+1;gamma_GeV;COS-B;detected;shock+cloud?;1978
G078.2+02.1;EGR J2020+4019, 3EG J2020+4017, 2EG J2020+4026, GeV J2020+4023, GRO J2019+40;gamma_GeV;EGRET;detected;shell?;2008
G078.2+02.1;;X;Einstein;extended;?;1990
G078.2+02.1;0FGL J2021.5+4026, 1FGL J2020.0+4049, 2FGL J2019.1+4040 and J2021.5+4026, 1FHL J2021.0+4031e, 3FGL J2021.0+4031e, 2FHL J2021.0+4031e, FGES J2020.8+4026, 3FHL J2021.5+4026 and J2021.0+4031e;gamma_GeV;Fermi;extended;shell, PSR;2018
G078.2+02.1;2HWC J2020+403, 3HWC J2020+403;gamma_TeV;HAWC;detected;shell?;2020
G078.2+02.1;;X;INTEGRAL-X;extended;shocks+cloud?, wind of unrelated star?;2004
G078.2+02.1;;gamma_TeV;MAGIC;(missed);;2010
G078.2+02.1;;gamma_TeV;Milagro;extended;?;2009
G078.2+02.1;RX J2020.2+4026;X;ROSAT;extended;shell, NS?, overlapping stellar wind bubble;2013
G078.2+02.1;;gamma_TeV;ShALON;extended;shell;2017
G078.2+02.1;;gamma_TeV;Tibet AS-gamma;(missed);;2010
G078.2+02.1;VER J2019+407;gamma_TeV;VERITAS;extended;shell? unrelated PWN??;2018
G078.2+02.1;;gamma_TeV;Whipple;(missed);;1998
G078.2+02.1;;X;XMM;detected;shell, PSR;2015
G080.2+01.0;1AGLR J2031+4130, 2AGL J2032+4135;gamma_GeV;AGILE;detected;PSR?;2019
G080.2+01.0;ARGO J2031+4157;gamma_TeV;ARGO-YBJ;extended;?;2013
G080.2+01.0;;X;Chandra;extended;PWN?, (stars);2020
G080.2+01.0;0FGL J2032.2+4122, 1FGL J2032.2+4127, 2FGL J2032.2+4126, 1FHL J2032.1+4125, 3FGL J2032.2+4126, 3FHL J2032.2+4127;gamma_GeV;Fermi;detected;PSR;2017
G080.2+01.0;2HWC J2031+415, 3HWC J2031+415;gamma_TeV;HAWC;detected;PWN?;2021
G080.2+01.0;TeV J2032+4130;gamma_TeV;HEGRA;extended;? (associated with Cyg OB2?);2005
G080.2+01.0;;X;INTEGRAL-X;(missed);;2008
G080.2+01.0;LHAASO J2032+4102;gamma_TeV;LHAASO;extended;PSR?;2021
G080.2+01.0;;gamma_TeV;MAGIC;extended;?;2008
G080.2+01.0;MGRO J2031+41B;gamma_TeV;Milagro;extended;?;2009
G080.2+01.0;;X;ROSAT;(missed);;2003
G080.2+01.0;;X;Suzaku;extended;PWN?;2011
G080.2+01.0;;gamma_TeV;Tibet AS-gamma;detected;PSR?;2021
G080.2+01.0;;gamma_TeV;VERITAS;extended;PWN?;2014
G080.2+01.0;;gamma_TeV;Whipple;detected;? (associated with Cyg OB2?);2007
G080.2+01.0;;X;XMM;extended;?;2007
G082.2+05.3;;X;ASCA;extended;shell;2004
G082.2+05.3;;X;Einstein;extended;?;1990
G082.2+05.3;;gamma_GeV;Fermi;(missed);;2016
G082.2+05.3;;gamma_TeV;MAGIC;(missed);;2010
G082.2+05.3;;X;ROSAT;extended;shell;2004
G082.2+05.3;;gamma_TeV;Whipple;(missed);;1998
G083.0-00.3;;gamma_GeV;Fermi;(missed);;2016
G084.2-00.8;;X;Chandra;extended;shell;2012
G084.2-00.8;;gamma_GeV;Fermi;(missed);;2016
G084.2-00.8;;X;ROSAT;extended;shell;2012
G085.4+00.7;;X;Chandra;detected;shell;2008
G085.4+00.7;;gamma_GeV;Fermi;(missed);;2016
G085.4+00.7;;gamma_TeV;MAGIC;(missed);;2010
G085.4+00.7;;X;ROSAT;extended;?;2001
G085.4+00.7;;X;XMM;extended;shell, point sources (probably unrelated);2008
G085.9-00.6;;X;Chandra;detected;shell;2008
G085.9-00.6;;gamma_GeV;Fermi;(missed);;2016
G085.9-00.6;;gamma_TeV;MAGIC;(missed);;2010
G085.9-00.6;;X;ROSAT;extended;?;2001
G085.9-00.6;;X;XMM;extended;shell, point sources (probably unrelated);2008
G089.0+04.7;2AGL J2044+5012e;gamma_GeV;AGILE;extended;shell?;2019
G089.0+04.7;;X;ASCA;extended;shell;2010
G089.0+04.7;;X;Einstein;extended;shell;1990
G089.0+04.7;1FGL J2042.3+5041 and J2046.0+4954, 2FGL J2041.5+5003 and J2043.3+5105 and J2046.0+4954, 3FGL J2045.2+5026e;gamma_GeV;Fermi;extended;shell;2016
G089.0+04.7;;gamma_TeV;HAWC;(missed);;2021
G089.0+04.7;;gamma_TeV;MAGIC;(missed);;2009
G089.0+04.7;;X;ROSAT;extended;shell;2006
G089.0+04.7;;X;Suzaku;extended;shell;2018
G093.3+06.9;;X;Chandra;extended;PWN?;2007
G093.3+06.9;;gamma_GeV;Fermi;(missed);;2016
G093.3+06.9;;X;ROSAT;extended;shell;1999
G093.3+06.9;;X;Suzaku;extended;shell, PWN?;2022
G093.3+06.9;XMM J205314.4+551528;X;XMM;extended;(part of) shell?;2008
G093.7-00.2;;gamma_GeV;Fermi;(missed);;2016
G093.7-00.2;;gamma_TeV;MAGIC;(missed);;2010
G093.7-00.2;;X;ROSAT;extended;shell?;1998
G094.0+01.0;;gamma_GeV;Fermi;(missed);;2016
G096.0+02.0;;gamma_GeV;Fermi;(missed);;2016
G106.3+02.7;1AGL J2231+6109, 2AGL J2230+6113;gamma_GeV;AGILE;detected;PSR, shell?;2019
G106.3+02.7;G106.6+2.9;X;ASCA;extended;PSR + PWN ?;2001
G106.3+02.7;G106.6+02.9;X;Chandra;extended;PSR + PWN;2008
G106.3+02.7;EGR J2227+6114, 3EG J2227+6122;gamma_GeV;EGRET;detected;PWN?;2008
G106.3+02.7;0FGL J2229.0+6114, 1FGL J2229.0+6114, 2FGL J2229.0+6114, 1FHL J2229.0+6114, 3FGL J2229.0+6114 and J2225.8+6045, 3FHL J2229.0+6114;gamma_GeV;Fermi;detected;PSR, PWN?;2019
G106.3+02.7;3HWC J2227+610;gamma_TeV;HAWC;detected;shell? shock+clouds?;2020
G106.3+02.7;LHAASO J2226+6057;gamma_TeV;LHAASO;extended;shell?;2021
G106.3+02.7;;gamma_TeV;MAGIC;(missed);;2010
G106.3+02.7;MGRO C4, MGRO J2228+61;gamma_TeV;Milagro;detected;?;2009
G106.3+02.7;;X;NuSTAR;extended;PWN;2021
G106.3+02.7;;X;ROSAT;extended;PSR + PWN ?;2001
G106.3+02.7;;X;Suzaku;extended;PWN?, or shell??;2021
G106.3+02.7;;gamma_TeV;Tibet AS-gamma;detected;cloud?;2021
G106.3+02.7;VER J2227+608;gamma_TeV;VERITAS;extended;shock+clouds?;2020
G107.5-01.5;;X;ROSAT;detected;central point source;2001
G107.5-01.5;;X;XMM;detected;(unrelated) point sources;2014
G108.2-00.6;;gamma_GeV;Fermi;(missed);;2016
G108.6+06.8;;X;Chandra;extended;PSR trail and jets?;2010
G108.6+06.8;;X;ROSAT;detected;PWN?;1997
G108.6+06.8;;X;XMM;extended;PSR jet, PWN?;2012
G109.1-01.0;G109.1-1.0;X;ASCA;detected;PSR and lobe;1998
G109.1-01.0;;X;BeppoSAX;detected;PSR;1998
G109.1-01.0;G109.1-01.0 and G109.1-01.0C;X;Chandra;extended;half shell, AXP;2013
G109.1-01.0;1E 2259+586;X;Einstein;extended;PSR, PSR jet? or shell?;1990
G109.1-01.0;;X;EXOSAT;detected;PSR;1988
G109.1-01.0;3FGL J2301.2+5853, FGES J2302.0+5855, 3FHL J2301.9+5855e;gamma_GeV;Fermi;extended;shell;2017
G109.1-01.0;;X;Ginga;detected;PSR;1989
G109.1-01.0;;gamma_TeV;HAWC;(missed);;2021
G109.1-01.0;;X;HEAO-1;detected;PSR;1989
G109.1-01.0;;gamma_TeV;MAGIC;(missed);;2012
G109.1-01.0;;X;ROSAT;extended;half shell, PSR+lobe, PWN? or dust scattering halo?;2017
G109.1-01.0;;X;Suzaku;detected;magnetar;2021
G109.1-01.0;;X;Swift;detected;magnetar;2020
G109.1-01.0;;gamma_TeV;VERITAS;(missed);;2009
G109.1-01.0;;X;XMM;extended;shock+cloud, magnetar;2019
G111.7-02.1;;gamma_GeV;AGILE;detected;shell?;2016
G111.7-02.1;G111.7-2.1;X;ASCA;detected;shell;2000
G111.7-02.1;;X;BeppoSAX;extended;shell, radioactive decay;2003
G111.7-02.1;G111.7-02.1 and CXOU J232327.9+584842;X;Chandra;extended;shell with jet and knots, CCO;2022
G111.7-02.1;;gamma_MeV;COMPTEL;detected;radioactive decay;1997
G111.7-02.1;;X;Einstein;extended;shell, dust halo;2014
G111.7-02.1;;X;EXOSAT;extended;shell;1088
G111.7-02.1;1FGL J2323.4+5849, 2FGL J2323.4+5849, 1FHL J2323.3+5849, 3FGL J2323.4+5849, 2FHL J2323.4+5848, 3FHL J2323.4+5848;gamma_GeV;Fermi;detected;shell;2020
G111.7-02.1;;X;Ginga;detected;shell;1992
G111.7-02.1;;gamma_TeV;HAWC;(missed);;2021
G111.7-02.1;;X;HEAO-1;detected;shell;1979
G111.7-02.1;;gamma_TeV;HEGRA;detected;shell;2001
G111.7-02.1;;gamma_MeV;INTEGRAL-g;detected;radioactive decay;2020
G111.7-02.1;;X;INTEGRAL-X;detected;radioactive decay;2006
G111.7-02.1;;gamma_TeV;MAGIC;detected;shell;2017
G111.7-02.1;;X;NuSTAR;extended;radioactive decay;2018
G111.7-02.1;;X;OSSE;detected;radioactive decay, shell;1996
G111.7-02.1;;X;ROSAT;extended;shell, CCO, dust halo;2014
G111.7-02.1;;X;RXTE;detected;shell;1999
G111.7-02.1;;gamma_TeV;ShALON;detected;shell;2017
G111.7-02.1;;X;Suzaku;extended;shell;2021
G111.7-02.1;4U2321+58;X;Uhuru;detected;?;1978
G111.7-02.1;;gamma_TeV;VERITAS;detected;shell;2020
G111.7-02.1;;gamma_TeV;Whipple;(missed);;1999
G111.7-02.1;;X;XMM;extended;shell, CCO;2002
G113.0+00.2;;gamma_GeV;Fermi;(missed);;2016
G114.3+00.3;2FGL J2333.3+6237;gamma_GeV;Fermi;(missed);(not present in last catalogue);2016
G114.3+00.3;;X;ROSAT;detected;PSR;1996
G116.5+01.1;2FGL J2358.9+6325, 3FGL J0001.0+6314;gamma_GeV;Fermi;detected;?;2016
G116.9+00.2;G116.9+0.2;X;ASCA;extended;shell;2010
G116.9+00.2;;X;Chandra;extended;shell;2010
G116.9+00.2;;gamma_GeV;Fermi;detected;runaway PSR;2019
G116.9+00.2;RX J0002+6246;X;ROSAT;extended;shell, nearby PSR (other shell?);2006
G116.9+00.2;;X;Suzaku;extended;shell;2018
G116.9+00.2;;X;XMM;extended;shell;2010
G119.5+10.2;1AGL J0006+7311;gamma_GeV;AGILE;detected;PSR, PWN? shell? (not in last catalogue);2019
G119.5+10.2;G119.5+10.2;X;ASCA;extended;shell + PWN ?;2004
G119.5+10.2;;X;Chandra;extended;PWN with jet;2004
G119.5+10.2;EGR J0008+7308, 3EG J0010+7309, 2EG J0008-7307, GeV J0008+7304;gamma_GeV;EGRET;detected;PSR?;2008
G119.5+10.2;;X;Einstein;extended;?, central object;1990
G119.5+10.2;0FGL J0007.4+7303, 1FGL J0007.0+7303, 1FHL J0007.3+7303, 2FGL J0007.0+7303, 3FGL J0007.0+7302, 3FHL J0007.0+7303, FHES J0006.7+7314;gamma_GeV;Fermi;extended;PSR, shell?;2018
G119.5+10.2;;gamma_TeV;HESS;detected;PWN;2017
G119.5+10.2;;X;INTEGRAL-X;(missed);;2004
G119.5+10.2;RX J0007.0+7302;X;ROSAT;extended;shell, PWN ?;2017
G119.5+10.2;;X;Suzaku;extended;PWN;2012
G119.5+10.2;VER J0006+727;gamma_TeV;VERITAS;detected;PWN?;2013
G119.5+10.2;;X;XMM;detected;PSR;2010
G120.1+01.4;G120.1+1.4;X;ASCA;extended;shell;1998
G120.1+01.4;G120.1+01.4;X;Chandra;extended;shell;2020
G120.1+01.4;;X;Einstein;extended;shell, dust halo;1995
G120.1+01.4;;X;EXOSAT;detected;shell;1995
G120.1+01.4;3FGL J0025.7+6404, 3FHL J0025.5+6407;gamma_GeV;Fermi;detected;shell;2017
G120.1+01.4;;X;Ginga;detected;shell;1994
G120.1+01.4;;gamma_TeV;HAWC;(missed);;2021
G120.1+01.4;;X;HEAO-1;extended;shell;1980
G120.1+01.4;;gamma_TeV;HEGRA;(missed);;2001
G120.1+01.4;;gamma_MeV;INTEGRAL-g;(missed);;2020
G120.1+01.4;;X;INTEGRAL-X;detected;shell, radioactive decay?;2014
G120.1+01.4;;X;NuSTAR;extended;shell (not radioactive decay);2015
G120.1+01.4;;X;ROSAT;extended;shell, dust halo;2000
G120.1+01.4;;X;RXTE;detected;shell;1999
G120.1+01.4;;gamma_TeV;ShALON;extended;shell;2017
G120.1+01.4;;X;Suzaku;extended;shell;2021
G120.1+01.4;;X;Swift;detected;radioactive decay;2014
G120.1+01.4;4U0022+63;X;Uhuru;detected;?;1978
G120.1+01.4;VER J0025+641;gamma_TeV;VERITAS;detected;shell;2017
G120.1+01.4;;gamma_TeV;Whipple;(missed);;1998
G120.1+01.4;;X;XMM;extended;shell;2020
G126.2+01.6;;gamma_GeV;Fermi;(missed);;2016
G127.1+00.5;;X;Chandra;detected;?;2004
G127.1+00.5;2FGL J0128.0+6330, 3FGL J0128.4+6257;gamma_GeV;Fermi;detected;? (not associated in last catalogue);2016
G130.7+03.1;G130.7+3.1;X;ASCA;extended;PSR + PWN;2000
G130.7+03.1;;X;BeppoSAX;detected;PSR;1999
G130.7+03.1;G130.7+03.1;X;Chandra;extended;PSR + PWN;2020
G130.7+03.1;;X;Einstein;extended;PSR+PWN?;1990
G130.7+03.1;;X;EXOSAT;detected;PWN?;1986
G130.7+03.1;1FGL J0205.6+6449, 2FGL J0205.8+6448, 1FHL J0205.7+6448, 3FGL J0205.5+6448, 2FHL J0205.4+6450, 3FHL J0205.5+6449;gamma_GeV;Fermi;detected;PSR, PWN? shell?;2017
G130.7+03.1;;X;Ginga;detected;PWN?;1990
G130.7+03.1;;X;HEAO-1;detected;PWN?;1980
G130.7+03.1;;gamma_TeV;HESS;detected;PWN;2017
G130.7+03.1;;gamma_TeV;MAGIC;detected;PWN;2014
G130.7+03.1;;X;NuSTAR;extended;PSR + PWN;2019
G130.7+03.1;;X;ROSAT;extended;PSR + PWN;1995
G130.7+03.1;;gamma_TeV;ShALON;detected;PWN?;2013
G130.7+03.1;;gamma_TeV;VERITAS;(missed);;2008
G130.7+03.1;;X;XMM;extended;PWN, shell;2007
G132.7+01.3;G132.6+1.5;X;ASCA;extended;shell;2006
G132.7+01.3;EGR J0225+6240;gamma_GeV;EGRET;detected;?;2008
G132.7+01.3;;X;Einstein;extended;shell;1990
G132.7+01.3;1FGL J0218.8+6158c and J0220.0+6257, 2FGL J0214.5+6251c and J0218.7+6208c and J0221.4+6257c, 3FGL J0220.1+6202c and J0224.0+6235;gamma_GeV;Fermi;detected;shell??, cloud?;2016
G132.7+01.3;;gamma_TeV;HAWC;(missed);;2021
G132.7+01.3;;X;HEAO-1;detected;shell;1980
G132.7+01.3;;X;ROSAT;extended;shell;2006
G132.7+01.3;;X;XMM;extended;shell;2006
G141.2+05.0;CXOU J033712.8+615302;X;Chandra;detected;PSR candidate;2016
G148.1+00.8;G148.1+00.8;X;Chandra;extended;PSR + bow shock PWN;2016
G148.1+00.8;;gamma_TeV;VERITAS;(missed);;2021
G148.1+00.8;;X;XMM;extended;PSR + bow shock PWN;2007
G150.3+04.5;2FHL J0431.2+5553e, FGES J0427.2+5533, 3FHL J0427.2+5533e, FHES J0426.4+5529;gamma_GeV;Fermi;extended;shell?;2020
G150.3+04.5;;gamma_TeV;HAWC;(missed);;2021
G150.3+04.5;;X;ROSAT;(missed);;2020
G156.2+05.7;G156.2+5.7;X;ASCA;extended;shell;2004
G156.2+05.7;;X;Chandra;detected;?;2006
G156.2+05.7;1FGL J0500.1+5237, 3FGL J0500.3+5237;gamma_GeV;Fermi;detected;? (not associated in last catalogue);2016
G156.2+05.7;;X;Ginga;detected;shell;1993
G156.2+05.7;RX 04591+5147;X;ROSAT;extended;shell;1991
G156.2+05.7;;X;RXTE;detected;shell;2004
G156.2+05.7;;X;Suzaku;extended;(parts of) shell;2012
G159.6+07.3;;X;ROSAT;extended;shell?;2010
G160.9+02.6;;X;Chandra;detected;SGR;2010
G160.9+02.6;;X;Einstein;extended;shell;1990
G160.9+02.6;1FGL J0503.2+4526, 2FGL J0503.2+4643;gamma_GeV;Fermi;extended;shell+cloud? (not associated in last catalogue);2022
G160.9+02.6;;X;Ginga;detected;shell? AGN?;1993
G160.9+02.6;;gamma_TeV;HAWC;(missed);;2021
G160.9+02.6;;X;HEAO-1;detected;shell;1979
G160.9+02.6;;X;INTEGRAL-X;detected;SGR;2009
G160.9+02.6;;gamma_TeV;MAGIC;(missed);;2010
G160.9+02.6;;X;ROSAT;extended;shell?;2009
G160.9+02.6;;X;RXTE;detected;SGR;2010
G160.9+02.6;;X;Suzaku;detected;SGR, shell;2020
G160.9+02.6;;X;Swift;detected;SGR;2010
G160.9+02.6;;X;XMM;detected;SGR;2014
G162.8-16.0;;X;Chandra;extended;PSR + tail;2013
G162.8-16.0;0FGL J0357.5+3205, 1FGL J0357.8+3205, 2FGL J0357.8+3205, 3FGL J0357.9+3206;gamma_GeV;Fermi;detected;PSR;2015
G162.8-16.0;;gamma_TeV;Tibet AS-gamma;(missed);;2010
G162.8-16.0;;gamma_TeV;VERITAS;(missed);;2021
G162.8-16.0;;X;XMM;extended;PSR + tail;2013
G166.0+04.3;G166.0+4.2;X;ASCA;extended;shell;1997
G166.0+04.3;2FGL J0526.6+4308;gamma_GeV;Fermi;detected;shell? (not present in last catalogue);2016
G166.0+04.3;;gamma_TeV;HAWC;(missed);;2021
G166.0+04.3;;X;ROSAT;extended;shell;1994
G166.0+04.3;;X;Suzaku;extended;shell;2017
G166.0+04.3;;X;XMM;extended;shell;2009
G172.8+01.5;;X;ROSAT;extended;shell?;2012
G179.0+02.6;1FGL J0553.9+3105, 2FGL J0553.9+3104;gamma_GeV;Fermi;detected;PSR, shell?? (not associated in last catalogue);2013
G180.0-01.7;;gamma_GeV;AGILE;(missed);;2019
G180.0-01.7;G179.7-01.6;X;Chandra;detected;PSR + PWN;2008
G180.0-01.7;3EG J0542+2610, GRO J0542+26;gamma_GeV;EGRET;(missed);(source not confirmed in revised catalogue);2008
G180.0-01.7;;X;EXOSAT;detected;shell? unrelated PSR?;1990
G180.0-01.7;1FGL J0538.6+2717, 2FGL J0538.1+2718, 3FGL J0540.3+2756e, 2FHL J0534.1+2753, FGES J0537.6+2751, 3FHL J0537.6+2751e;gamma_GeV;Fermi;extended;shell filaments;2017
G180.0-01.7;;gamma_TeV;HAWC;(missed);;2019
G180.0-01.7;;X;XMM;detected;PSR;2004
G181.1+09.5;;X;ROSAT;extended;shell;2016
G182.4+04.3;;gamma_GeV;Fermi;(missed);;2016
G182.4+04.3;;X;ROSAT;(missed);;1998
G182.4+04.3;;X;XMM;extended;shell;2012
G184.6-05.8;1AGL J0535+2205, 2AGL J0534+2205;gamma_GeV;AGILE;detected;PSR + PWN;2019
G184.6-05.8;ARGO J0535+2203;gamma_TeV;ARGO-YBJ;detected;PWN;2015
G184.6-05.8;;X;ASCA;detected;PWN;2001
G184.6-05.8;;X;BeppoSAX;detected;PSR;2016
G184.6-05.8;;gamma_TeV;CANGAROO;(missed);;2001
G184.6-05.8;;gamma_TeV;CAT;detected;PWN;1998
G184.6-05.8;;gamma_TeV;CELESTE;detected;PWN;2004
G184.6-05.8;G184.6-05.8;X;Chandra;extended;PWN;2015
G184.6-05.8;;gamma_MeV;COMPTEL;detected;PSR + PWN;2001
G184.6-05.8;;gamma_GeV;COS-B;detected;PSR;1977
G184.6-05.8;EGR J0534+2159, 3EG J0534+2200, GeV J0534+2159;gamma_GeV;EGRET;detected;PSR;2008
G184.6-05.8;;X;Einstein;extended;PSR, PWN, dust halo;1990
G184.6-05.8;0FGL J0534.6+2201, 1FGL J0534.5+2200, 2FGL J0534.5+2201, 1FHL J0534.5+2201, 3FGL J0534.5+2201 and J0534.5+2201i and J0534.5+2201s, 2FHL J0534.5+2201, 3FHL J0534.5+2201, FHES J0534.5+2201;gamma_GeV;Fermi;extended;PSR + PWN;2020
G184.6-05.8;;X;Ginga;detected;PSR;1993
G184.6-05.8;;gamma_TeV;GT-48;detected;PWN;2009
G184.6-05.8;;gamma_TeV;HAGAR;detected;PWN;2011
G184.6-05.8;2HWC J0534+220, eHWC J0534+220, 3HWC J0534+220;gamma_TeV;HAWC;detected;PWN;2020
G184.6-05.8;;X;HEAO-1;detected;PWN;1979
G184.6-05.8;;gamma_TeV;HEGRA;detected;PWN;2004
G184.6-05.8;HESS J0534+220;gamma_TeV;HESS;detected;PWN;2019
G184.6-05.8;;X;Hitomi;detected;PWN;2018
G184.6-05.8;;gamma_MeV;INTEGRAL-g;detected;PSR + PWN;2020
G184.6-05.8;;X;INTEGRAL-X;detected;PSR + PWN;2020
G184.6-05.8;LHAASO J0534+2202;gamma_TeV;LHAASO;extended;PSR?;2021
G184.6-05.8;;gamma_TeV;MAGIC;detected;PSR, PWN;2020
G184.6-05.8;;gamma_TeV;Milagro;detected;PWN;2011
G184.6-05.8;;gamma_MeV;NCT;extended;PWN;2011
G184.6-05.8;;X;NuSTAR;detected;PWN;2015
G184.6-05.8;;X;OSSE;detected;PSR;1994
G184.6-05.8;;gamma_TeV;PACT;detected;PWN;2003
G184.6-05.8;;X;ROSAT;extended;PWN, dust halo;1999
G184.6-05.8;;X;RXTE;detected;PSR;2020
G184.6-05.8;;gamma_GeV;SAS-2;detected;PSR;1977
G184.6-05.8;;gamma_TeV;ShALON;extended;PWN;2013
G184.6-05.8;;gamma_TeV;STACEE;detected;PWN;2005
G184.6-05.8;;X;Suzaku;detected;PWN;2012
G184.6-05.8;;gamma_TeV;TACTIC;detected;PWN;2003
G184.6-05.8;;gamma_TeV;THEMISTOCLE;detected;PWN;1993
G184.6-05.8;;gamma_TeV;Tibet AS-gamma;extended;PWN;2015
G184.6-05.8;4U0531+21;X;Uhuru;detected;PSR?, other?;1978
G184.6-05.8;;gamma_TeV;VERITAS;detected;PSR;2012
G184.6-05.8;;gamma_TeV;Whipple;detected;PWN;1998
G184.6-05.8;;X;XMM;extended;PWN;2001
G189.1+03.0;1AGL J0617+2236, 2AGL J0617+2239e;gamma_GeV;AGILE;extended;shock+cloud;2019
G189.1+03.0;G189.1+3.0;X;ASCA;extended;shell, shock+cloud?;2005
G189.1+03.0;;X;BeppoSAX;extended;shock+cloud?;2000
G189.1+03.0;G189.1+03.0;X;Chandra;extended;NS + PWN with tail, shock+cloud?;2018
G189.1+03.0;EGR J0617+2238, 3EG J0617+2238, 2EG J0618+2234, GeV J0617+2237, GRO J0617+22;gamma_GeV;EGRET;detected;shock+cloud? PWN??;2008
G189.1+03.0;;X;Einstein;extended;shell;1990
G189.1+03.0;0FGL J0617.4+2234, 1FGL J0617.2+2233, 2FGL J0617.2+2234e, 1FHL J0617.2+2234e, 3FGL J0617.2+2234e, 2FHL J0617.2+2234e, FGES J0617.2+2235 and J0619.6+2229, 3FHL J0617.2+2234e;gamma_GeV;Fermi;extended;shock+cloud;2019
G189.1+03.0;3HWC J0617+224;gamma_TeV;HAWC;detected;shell?;2020
G189.1+03.0;;X;HEAO-1;detected;shell;1981
G189.1+03.0;;X;INTEGRAL-X;extended;PWN;2008
G189.1+03.0;MAGIC J0616+225;gamma_TeV;MAGIC;detected;cloud?;2019
G189.1+03.0;;gamma_TeV;Milagro;detected;?;2009
G189.1+03.0;;X;NuSTAR;detected;shock+cloud? (or PWN);2018
G189.1+03.0;;X;ROSAT;extended;shell;2017
G189.1+03.0;;gamma_TeV;ShALON;detected;shell;2017
G189.1+03.0;;X;Suzaku;extended;shell;2021
G189.1+03.0;;gamma_TeV;Tibet AS-gamma;(missed);;2010
G189.1+03.0;4U0617+23;X;Uhuru;detected;?;1978
G189.1+03.0;VER J0616.9+2230;gamma_TeV;VERITAS;extended;clouds?, PWN?;2019
G189.1+03.0;;gamma_TeV;Whipple;(missed);;2005
G189.1+03.0;;X;XMM;extended;PWN, ejecta, shock+cloud?;2021
G189.6+03.3;;X;Chandra;extended;ejecta fragment? PWN?;2005
G189.6+03.3;FGES J0619.6+2229;gamma_GeV;Fermi;extended;shell?;2017
G189.6+03.3;;X;ROSAT;extended;shell;2004
G189.6+03.3;;X;Suzaku;extended;shell;2020
G190.2+01.1;;X;ROSAT;(missed);;2006
G192.8-01.1;3FGL J0610.6+1728;gamma_GeV;Fermi;detected;?;2016
G192.8-01.1;;X;ROSAT;(missed);;
G195.1+04.3;1AGL J0634+1748, 2AGL J0634+1749;gamma_GeV;AGILE;detected;PSR, PWN?;2019
G195.1+04.3;;X;ASCA;detected;PSR;2005
G195.1+04.3;;X;BeppoSAX;detected;PSR;1999
G195.1+04.3;;X;Chandra;extended;PSR and tail;2019
G195.1+04.3;2CG 195+4;gamma_GeV;COS-B;detected;PSR;1993
